INDEX,ID,LINEA,LINEA_2,ESTACION,RAMAL,LONG,LAT,MES,CANTIDAD
169,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-01-01,39276.0
170,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-01-01,34400.0
171,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2019-11-01,853.0
172,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2019-10-01,744.0
173,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2019-09-01,850.0
174,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2018-08-01,7.0
175,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2019-08-01,672.0
176,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2018-07-01,3.0
177,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2019-07-01,409.0
178,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2018-06-01,1.0
179,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2019-06-01,73.0
180,3,ROCA,F.C.G.R.,ABBOT, PLAZA CONSTITUCION - MONTE,-58.8029392,-35.2814201,2019-04-01,3.0
181,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2018-12-01,2.0
182,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2018-11-01,4.0
183,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2018-10-01,3.0
184,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2019-10-01,4.0
185,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2018-09-01,2.0
186,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2018-08-01,4.0
187,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2018-07-01,7.0
188,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2018-05-01,2.0
189,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2019-04-01,4.0
190,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2019-03-01,2.0
191,214,ROCA,F.C.G.R.,LA NORIA, PLAZA CONSTITUCION - MONTE,-58.7881853,-35.1651382,2019-01-01,3.0
192,276,ROCA,F.C.G.R.,MONTE, PLAZA CONSTITUCION - MONTE,-58.8176656,-35.4366533,2018-12-01,1.0
193,276,ROCA,F.C.G.R.,MONTE, PLAZA CONSTITUCION - MONTE,-58.8176656,-35.4366533,2019-11-01,4781.0
194,276,ROCA,F.C.G.R.,MONTE, PLAZA CONSTITUCION - MONTE,-58.8176656,-35.4366533,2018-11-01,1.0
195,276,ROCA,F.C.G.R.,MONTE, PLAZA CONSTITUCION - MONTE,-58.8176656,-35.4366533,2019-10-01,3893.0
196,276,ROCA,F.C.G.R.,MONTE, PLAZA CONSTITUCION - MONTE,-58.8176656,-35.4366533,2018-10-01,8.0
197,276,ROCA,F.C.G.R.,MONTE, PLAZA CONSTITUCION - MONTE,-58.8176656,-35.4366533,2019-09-01,4143.0
198,276,ROCA,F.C.G.R.,MONTE, PLAZA CONSTITUCION - MONTE,-58.8176656,-35.4366533,2018-09-01,149.0
199,276,ROCA,F.C.G.R.,MONTE, PLAZA CONSTITUCION - MONTE,-58.8176656,-35.4366533,2019-08-01,3881.0
