INDEX,LINEA,ESTACION,TOTAL,FECHA
1567,SAN MARTIN,PILAR,167579,2018-08-01
1568,SARMIENTO,FLORESTA,151481,2018-08-01
1569,BELGRANO SUR,MERLO GOMEZ,26592,2018-08-01
1570,BELGRANO SUR,QUERANDI,30755,2018-08-01
1571,BELGRANO SUR,SAENZ,290353,2018-08-01
1572,MITRE,MITRE,72026,2018-08-01
1573,MITRE,NUNEZ,114467,2018-08-01
1574,MITRE,OLIVOS,95810,2018-08-01
1575,MITRE,PUEYRREDON,90326,2018-08-01
1576,MITRE,RETIRO (SUAREZ-MITRE),713114,2018-08-01
1577,MITRE,RETIRO (TIGRE),744735,2018-08-01
1578,MITRE,RIVADAVIA,100877,2018-08-01
1579,MITRE,SAAVEDRA,50717,2018-08-01
1580,MITRE,SAN ANDRES,54999,2018-08-01
1581,MITRE,SAN FERNANDO,92347,2018-08-01
1582,MITRE,SAN ISIDRO,331755,2018-08-01
1583,MITRE,SAN MARTIN,281913,2018-08-01
1584,MITRE,TIGRE,317746,2018-08-01
1585,MITRE,MIGUELETES,42591,2018-08-01
1586,MITRE,URQUIZA,271465,2018-08-01
1587,MITRE,VICENTE LOPEZ,99053,2018-08-01
1588,MITRE,VICTORIA ELECT,87673,2018-08-01
1589,MITRE,VIRREYES,153941,2018-08-01
1590,MITRE,ZARATE,815,2018-08-01
1591,MITRE,ZELAYA,473,2018-08-01
1592,ROCA,A. DE ELIA,30,2018-08-01
1593,ROCA,A. PETION,6251,2018-08-01
1594,ROCA,A.KORN,230035,2018-08-01
1595,ROCA,ABBOT,7,2018-08-01
1596,ROCA,ADROGUE,350105,2018-08-01
1597,ROCA,ARDIGO,143697,2018-08-01
1598,ROCA,BANFIELD,627195,2018-08-01
1599,ROCA,BERAZATEGUI,284571,2018-08-01
1600,MITRE,V. BALLESTER,180681,2018-08-01
1601,MITRE,MATHEU,1339,2018-08-01
1602,SAN MARTIN,W. MORRIS,70004,2018-08-01
1603,MITRE,MARTINEZ,176866,2018-08-01
1604,BELGRANO SUR,TAPIALES,35239,2018-08-01
1605,BELGRANO SUR,V. MADERO,75784,2018-08-01
1606,BELGRANO SUR,V. SOLDATI,42663,2018-08-01
1607,BELGRANO SUR,V.LUGANO,96495,2018-08-01
1608,BELGRANO SUR,VILLEGAS,6798,2018-08-01
1609,MITRE,3 DE FEBRERO,72371,2018-08-01
1610,MITRE,ACASSUSO,65666,2018-08-01
1611,MITRE,BECCAR,71408,2018-08-01
1612,MITRE,BELGRANO C.,293570,2018-08-01
1613,MITRE,BELGRANO R.,211729,2018-08-01
1614,MITRE,BENAVIDEZ,483,2018-08-01
1615,MITRE,CARRANZA,219887,2018-08-01
1616,MITRE,CARUPA,88559,2018-08-01
1617,MITRE,CENTRANGOLO,18357,2018-08-01
1618,MITRE,CHILAVERT,61605,2018-08-01
1619,MITRE,COGHLAN,31070,2018-08-01
1620,MITRE,COLEGIALES,101385,2018-08-01
1621,MITRE,DRAGO,68312,2018-08-01
1622,MITRE,EL TALAR,87,2018-08-01
1623,MITRE,ESCOBAR,3374,2018-08-01
1624,MITRE,FLORIDA,24446,2018-08-01
1625,MITRE,GARIN,1863,2018-08-01
1626,MITRE,JOSE LEON SUAREZ,267077,2018-08-01
1627,MITRE,JUAN B. JUSTO,23648,2018-08-01
1628,MITRE,LA LUCILA,61948,2018-08-01
1629,ROCA,WILDE,74511,2018-08-01
1630,MITRE,LOPEZ CAMELO,1524,2018-08-01
1631,MITRE,MALAVER,34296,2018-08-01
1632,MITRE,MAQ. SAVIO,2273,2018-08-01
1633,ROCA,BOSQUES,96296,2018-08-01
1634,ROCA,YRIGOYEN,101452,2018-08-01
1635,SAN MARTIN,S. LUGARES,21351,2018-09-01
1636,SARMIENTO,S.A DE PADUA,280056,2018-09-01
1637,MITRE,V. BALLESTER,159148,2018-09-01
1638,MITRE,URQUIZA,243801,2018-09-01
1639,MITRE,TIGRE,249791,2018-09-01
1640,MITRE,SAN MARTIN,254749,2018-09-01
1641,MITRE,SAN ISIDRO,289829,2018-09-01
1642,MITRE,SAN FERNANDO,83069,2018-09-01
1643,MITRE,SAN ANDRES,53214,2018-09-01
1644,MITRE,SAAVEDRA,46522,2018-09-01
1645,MITRE,RIVADAVIA,67393,2018-09-01
1646,MITRE,RETIRO (TIGRE),688849,2018-09-01
1647,MITRE,RETIRO (SUAREZ-MITRE),639816,2018-09-01
1648,MITRE,PUEYRREDON,80826,2018-09-01
1649,MITRE,OLIVOS,81280,2018-09-01
1650,MITRE,NU,101611,2018-09-01
1651,MITRE,MITRE,69294,2018-09-01
1652,MITRE,MIGUELETES,40686,2018-09-01
1653,MITRE,MATHEU,1251,2018-09-01
1654,MITRE,MARTINEZ,157542,2018-09-01
1655,MITRE,MAQ. SAVIO,1915,2018-09-01
1656,MITRE,VICENTE LOPEZ,89516,2018-09-01
1657,MITRE,VICTORIA ELECT,77364,2018-09-01
1658,MITRE,VIRREYES,140137,2018-09-01
1659,MITRE,ZARATE,305,2018-09-01
1660,ROCA,DON BOSCO,50118,2018-09-01
1661,ROCA,DARIO Y MAXI,286010,2018-09-01
1662,ROCA,CONSTITUCION,4178554,2018-09-01
1663,ROCA,CLAYPOLE,291537,2018-09-01
1664,ROCA,CITY BELL,47638,2018-09-01
1665,ROCA,CHASCOMUS,1354,2018-09-01
1666,ROCA,CANUELAS,27450,2018-09-01
1667,ROCA,CALZADA,154674,2018-09-01
1668,ROCA,BURZACO,515017,2018-09-01
1669,MITRE,MALAVER,31938,2018-09-01
1670,ROCA,BRANDSEN,683,2018-09-01
1671,ROCA,BERNAL,118000,2018-09-01
1672,ROCA,BERAZATEGUI,249270,2018-09-01
1673,ROCA,BANFIELD,568711,2018-09-01
1674,ROCA,ARDIGO,128095,2018-09-01
1675,ROCA,ADROGUE,319439,2018-09-01
1676,ROCA,A.KORN,207211,2018-09-01
1677,ROCA,A. PETION,5979,2018-09-01
1678,ROCA,A. DE ELIA,17,2018-09-01
1679,MITRE,ZELAYA,390,2018-09-01
1680,ROCA,BOSQUES,84140,2018-09-01
1681,MITRE,LOPEZ CAMELO,46,2018-09-01
1682,MITRE,LA LUCILA,30993,2018-09-01
1683,MITRE,JUAN B. JUSTO,22599,2018-09-01
1684,BELGRANO SUR,PUENTE ALSINA,1,2018-09-01
1685,BELGRANO SUR,MERLO GOMEZ,25399,2018-09-01
1686,BELGRANO SUR,MENDEVILLE,4737,2018-09-01
1687,BELGRANO SUR,M. BELGRANO,43868,2018-09-01
1688,BELGRANO SUR,LIBERTAD,30786,2018-09-01
1689,BELGRANO SUR,LAFERRERE,212851,2018-09-01
1690,BELGRANO SUR,KM. 12,2186,2018-09-01
1691,BELGRANO SUR,J. INGENIEROS,4154,2018-09-01
1692,BELGRANO SUR,ING. BUDGE,1,2018-09-01
1693,BELGRANO SUR,QUERANDI,27963,2018-09-01
1694,BELGRANO SUR,INDEPENDENCIA,126765,2018-09-01
1695,BELGRANO SUR,I. CASANOVA,27566,2018-09-01
1696,BELGRANO SUR,G. CATAN,160763,2018-09-01
1697,BELGRANO SUR,FOURNIER,36224,2018-09-01
1698,BELGRANO SUR,EVA DUARTE,46783,2018-09-01
1699,BELGRANO SUR,CASTILLO,37696,2018-09-01
1700,BELGRANO SUR,CASTELLO,60258,2018-09-01
1701,BELGRANO SUR,BUENOS AIRES,10,2018-09-01
1702,BELGRANO SUR,ALDO BONZI,3396,2018-09-01
1703,SARMIENTO,VILLA LURO,102600,2018-09-01
1704,BELGRANO SUR,ILLIA,23089,2018-09-01
1705,ROCA,EL JAGUEL,146348,2018-09-01
1706,BELGRANO SUR,SAENZ,260839,2018-09-01
1707,BELGRANO SUR,V. MADERO,69378,2018-09-01
1708,MITRE,JOSE LEON SUAREZ,253945,2018-09-01
1709,MITRE,GARIN,1700,2018-09-01
1710,MITRE,FLORIDA,22871,2018-09-01
1711,MITRE,EL TALAR,36,2018-09-01
1712,MITRE,DRAGO,58666,2018-09-01
1713,MITRE,COLEGIALES,95774,2018-09-01
1714,MITRE,COGHLAN,7137,2018-09-01
1715,MITRE,CHILAVERT,56523,2018-09-01
1716,MITRE,CENTRANGOLO,17187,2018-09-01
1717,BELGRANO SUR,TAPIALES,33148,2018-09-01
1718,MITRE,CARUPA,81147,2018-09-01
1719,MITRE,BENAVIDEZ,640,2018-09-01
1720,MITRE,BELGRANO R.,191396,2018-09-01
1721,MITRE,BELGRANO C.,264027,2018-09-01
1722,MITRE,BECCAR,61146,2018-09-01
1723,MITRE,ACASSUSO,57084,2018-09-01
1724,MITRE,3 DE FEBRERO,72303,2018-09-01
1725,BELGRANO SUR,VILLEGAS,6066,2018-09-01
1726,BELGRANO SUR,V.LUGANO,89634,2018-09-01
1727,BELGRANO SUR,V. SOLDATI,37142,2018-09-01
1728,MITRE,CARRANZA,206845,2018-09-01
1729,ROCA,ESCALADA,144341,2018-09-01
1730,MITRE,ESCOBAR,2417,2018-09-01
1731,ROCA,EZPELETA,163801,2018-09-01
1732,SAN MARTIN,SOL Y VERDE,98085,2018-09-01
1733,SAN MARTIN,SAN MIGUEL,331225,2018-09-01
1734,SAN MARTIN,SAENZ PENA,117309,2018-09-01
1735,SAN MARTIN,RETIRO,91,2018-09-01
1736,SAN MARTIN,PILAR,159931,2018-09-01
1737,SAN MARTIN,PATERNAL,15,2018-09-01
1738,SAN MARTIN,PALOMAR,96744,2018-09-01
1739,SAN MARTIN,PALERMO,179,2018-09-01
1740,SAN MARTIN,MUNIZ,68080,2018-09-01
1741,SAN MARTIN,V. DEVOTO,115116,2018-09-01
1742,SAN MARTIN,MANZANARES,2406,2018-09-01
1743,SAN MARTIN,HURLINGHAM,88081,2018-09-01
1744,SAN MARTIN,DERQUI,175563,2018-09-01
1745,SAN MARTIN,CHACARITA,69,2018-09-01
1746,SAN MARTIN,CASEROS,152114,2018-09-01
1747,SAN MARTIN,CABRED,3829,2018-09-01
1748,SAN MARTIN,B. VISTA,105581,2018-09-01
1749,SAN MARTIN,ASTOLFI,14609,2018-09-01
1750,ROCA,ZEBALLOS,91048,2018-09-01
1751,ROCA,YRIGOYEN,92149,2018-09-01
1752,SAN MARTIN,J.C. PAZ,445205,2018-09-01
1753,ROCA,WILDE,64547,2018-09-01
1754,SAN MARTIN,V. PARQUE,302907,2018-09-01
1755,SARMIENTO,CASTELAR,250996,2018-09-01
1756,ROCA,EZEIZA,495371,2018-09-01
1757,SARMIENTO,RAMOS MEJ,490901,2018-09-01
1758,SARMIENTO,PASO DEL REY,216051,2018-09-01
1759,SARMIENTO,ONCE,1632491,2018-09-01
1760,SARMIENTO,MORENO,892659,2018-09-01
1761,SARMIENTO,MOR,834831,2018-09-01
1762,SARMIENTO,MISERERE,337,2018-09-01
1763,SARMIENTO,MERLO,889735,2018-09-01
1764,SARMIENTO,LINIERS,470348,2018-09-01
1765,SARMIENTO,CABALLITO,182151,2018-09-01
1766,SARMIENTO,ITUZAINGO,302582,2018-09-01
1767,SARMIENTO,FLORESTA,135312,2018-09-01
1768,SARMIENTO,FLORES,252807,2018-09-01
1769,SARMIENTO,ESTACION 40,214,2018-09-01
1770,SARMIENTO,ESTACION 36,397,2018-09-01
1771,SARMIENTO,ESTACION 33,649,2018-09-01
1772,SARMIENTO,ESTACION 31,23,2018-09-01
1773,SARMIENTO,ESTACION 29,51,2018-09-01
1774,SARMIENTO,ESTACION 25,40,2018-09-01
1775,SARMIENTO,CIUDADELA,158068,2018-09-01
1776,SARMIENTO,HAEDO,167659,2018-09-01
1777,ROCA,VILLA ESPANA,9436,2018-09-01
1778,SAN MARTIN,W. MORRIS,66210,2018-09-01
1779,ROCA,V. DOMINICO,4833,2018-09-01
1780,ROCA,LANUS,899907,2018-09-01
1781,ROCA,LA PLATA,327390,2018-09-01
1782,ROCA,LA NORIA,2,2018-09-01
1783,ROCA,L. GUILLON,144731,2018-09-01
1784,ROCA,L. DE ZAMORA,1089927,2018-09-01
1785,ROCA,KM. 34,3,2018-09-01
1786,ROCA,KM. 33,1,2018-09-01
1787,ROCA,KLOOSTERMAN,198,2018-09-01
1788,ROCA,JEPPENER,3,2018-09-01
1789,ROCA,LEVENE,74,2018-09-01
1790,ROCA,J. MARMOL,53359,2018-09-01
1791,ROCA,HAEDO,2120,2018-09-01
1792,ROCA,H. ESPANOL,15,2018-09-01
1793,ROCA,GUTIERREZ,5701,2018-09-01
1794,ROCA,GUERNICA,136975,2018-09-01
1795,ROCA,GONNET,24575,2018-09-01
1796,ROCA,GLEW,652293,2018-09-01
1797,ROCA,GERLI,155050,2018-09-01
1798,ROCA,VILLA ELISA,41080,2018-09-01
1799,ROCA,F. VARELA,250948,2018-09-01
1800,ROCA,HUDSON,67300,2018-09-01
1801,ROCA,LLAVALLOL,94976,2018-09-01
1802,ROCA,JUAN XXIII,8,2018-09-01
1803,ROCA,TABLADA,321,2018-09-01
1804,ROCA,LONGCHAMPS,479639,2018-09-01
1805,ROCA,TURDERA,103273,2018-09-01
1806,ROCA,TRISTAN SUAREZ,20773,2018-09-01
1807,ROCA,TOLOSA,14493,2018-09-01
1808,ROCA,TEMPERLEY,285344,2018-09-01
1809,ROCA,SPEGAZZINI,12374,2018-09-01
1810,ROCA,SOURIGUES,14813,2018-09-01
1811,ROCA,SARANDI,43387,2018-09-01
1812,ROCA,U. FERROVIARIA,133,2018-09-01
1813,ROCA,SANTA SOFIA,14518,2018-09-01
1814,ROCA,RINGUELET,9477,2018-09-01
1815,ROCA,RANELAGH,13464,2018-09-01
1816,ROCA,QUILMES,360725,2018-09-01
1817,ROCA,POLICLINICO,165,2018-09-01
1818,ROCA,PLATANOS,54539,2018-09-01
1819,ROCA,PEREYRA,822,2018-09-01
1820,ROCA,MONTE GRANDE,542941,2018-09-01
1821,ROCA,MONTE,149,2018-09-01
1822,ROCA,MAXIMO PAZ,723,2018-09-01
1823,ROCA,SAN JUSTO,319,2018-09-01
1824,ROCA,V. CASARES,117,2018-09-01
1825,ROCA,A. DE ELIA,3,2018-10-01
1826,ROCA,A. PETION,6281,2018-10-01
1827,ROCA,A.KORN,231126,2018-10-01
1828,ROCA,ADROGUE,352433,2018-10-01
1829,MITRE,SAAVEDRA,52647,2018-10-01
1830,ROCA,BANFIELD,642671,2018-10-01
1831,ROCA,BERAZATEGUI,289984,2018-10-01
1832,ROCA,BERNAL,148414,2018-10-01
1833,MITRE,ZELAYA,496,2018-10-01
1834,ROCA,BOSQUES,115204,2018-10-01
1835,ROCA,ARDIGO,147213,2018-10-01
1836,MITRE,ZARATE,322,2018-10-01
1837,MITRE,SAN FERNANDO,101129,2018-10-01
1838,MITRE,VICTORIA ELECT,82974,2018-10-01
1839,MITRE,VICENTE LOPEZ,106316,2018-10-01
1840,MITRE,V. BALLESTER,177806,2018-10-01
1841,MITRE,URQUIZA,274257,2018-10-01
1842,MITRE,TIGRE,334860,2018-10-01
1843,MITRE,SAN MARTIN,283621,2018-10-01
1844,MITRE,SAN ISIDRO,337456,2018-10-01
1845,MITRE,SAN ANDRES,63417,2018-10-01
1846,MITRE,RIVADAVIA,53638,2018-10-01
1847,ROCA,BRANDSEN,184,2018-10-01
1848,MITRE,VIRREYES,167986,2018-10-01
1849,ROCA,BURZACO,582419,2018-10-01
1850,ROCA,J. MARMOL,63591,2018-10-01
1851,ROCA,CANUELAS,30886,2018-10-01
1852,ROCA,KLOOSTERMAN,185,2018-10-01
1853,MITRE,RETIRO (TIGRE),861893,2018-10-01
1854,ROCA,JUAN XXIII,1,2018-10-01
1855,ROCA,JEPPENER,1,2018-10-01
1856,ROCA,HUDSON,76179,2018-10-01
1857,ROCA,HAEDO,2651,2018-10-01
1858,ROCA,H. ESPANOL,16,2018-10-01
1859,ROCA,GUTIERREZ,7888,2018-10-01
1860,ROCA,GUERNICA,155494,2018-10-01
1861,ROCA,GONNET,29885,2018-10-01
1862,ROCA,GLEW,717240,2018-10-01
1863,ROCA,GERLI,178127,2018-10-01
1864,ROCA,F. VARELA,303297,2018-10-01
1865,ROCA,EZPELETA,220439,2018-10-01
1866,ROCA,EZEIZA,535738,2018-10-01
1867,ROCA,ESCALADA,166199,2018-10-01
1868,ROCA,EL JAGUEL,227378,2018-10-01
1869,ROCA,DON BOSCO,65139,2018-10-01
1870,ROCA,DARIO Y MAXI,316364,2018-10-01
1871,ROCA,CONSTITUCION,4734188,2018-10-01
1872,ROCA,CLAYPOLE,321383,2018-10-01
1873,ROCA,CITY BELL,49172,2018-10-01
1874,ROCA,CHASCOMUS,644,2018-10-01
1875,ROCA,CALZADA,170609,2018-10-01
1876,MITRE,RETIRO (SUAREZ-MITRE),729252,2018-10-01
1877,BELGRANO SUR,FOURNIER,42893,2018-10-01
1878,MITRE,OLIVOS,98291,2018-10-01
1879,BELGRANO SUR,V.LUGANO,99516,2018-10-01
1880,BELGRANO SUR,V. SOLDATI,43265,2018-10-01
1881,BELGRANO SUR,V. MADERO,82477,2018-10-01
1882,BELGRANO SUR,TAPIALES,37552,2018-10-01
1883,BELGRANO SUR,SAENZ,283528,2018-10-01
1884,BELGRANO SUR,QUERANDI,32069,2018-10-01
1885,BELGRANO SUR,MERLO GOMEZ,24893,2018-10-01
1886,BELGRANO SUR,MENDEVILLE,6566,2018-10-01
1887,BELGRANO SUR,M. BELGRANO,45561,2018-10-01
1888,BELGRANO SUR,LIBERTAD,34452,2018-10-01
1889,BELGRANO SUR,LAFERRERE,230877,2018-10-01
1890,BELGRANO SUR,KM. 12,491,2018-10-01
1891,BELGRANO SUR,J. INGENIEROS,4521,2018-10-01
1892,BELGRANO SUR,INDEPENDENCIA,138485,2018-10-01
1893,BELGRANO SUR,ILLIA,26615,2018-10-01
1894,BELGRANO SUR,I. CASANOVA,28751,2018-10-01
1895,BELGRANO SUR,G. CATAN,176673,2018-10-01
1896,BELGRANO SUR,EVA DUARTE,51853,2018-10-01
1897,BELGRANO SUR,CASTILLO,38932,2018-10-01
1898,BELGRANO SUR,CASTELLO,62389,2018-10-01
1899,BELGRANO SUR,BUENOS AIRES,5,2018-10-01
1900,BELGRANO SUR,ALDO BONZI,4603,2018-10-01
1901,ROCA,KM. 33,6,2018-10-01
1902,BELGRANO SUR,VILLEGAS,6335,2018-10-01
1903,MITRE,PUEYRREDON,92011,2018-10-01
1904,MITRE,3 DE FEBRERO,91273,2018-10-01
1905,MITRE,BECCAR,72978,2018-10-01
1906,MITRE,NUNEZ,119889,2018-10-01
1907,MITRE,MITRE,75734,2018-10-01
1908,MITRE,MIGUELETES,54916,2018-10-01
1909,MITRE,MATHEU,2,2018-10-01
1910,MITRE,MARTINEZ,184658,2018-10-01
1911,MITRE,MALAVER,35166,2018-10-01
1912,MITRE,LOPEZ CAMELO,113,2018-10-01
1913,MITRE,LA LUCILA,69996,2018-10-01
1914,MITRE,JUAN B. JUSTO,25269,2018-10-01
1915,MITRE,JOSE LEON SUAREZ,285058,2018-10-01
1916,MITRE,GARIN,1259,2018-10-01
1917,MITRE,FLORIDA,26392,2018-10-01
1918,MITRE,ESCOBAR,2840,2018-10-01
1919,MITRE,DRAGO,62543,2018-10-01
1920,MITRE,COLEGIALES,107808,2018-10-01
1921,MITRE,COGHLAN,36630,2018-10-01
1922,MITRE,CHILAVERT,65321,2018-10-01
1923,MITRE,CENTRANGOLO,19384,2018-10-01
1924,MITRE,CARUPA,91343,2018-10-01
1925,MITRE,CARRANZA,230278,2018-10-01
1926,MITRE,BENAVIDEZ,701,2018-10-01
1927,MITRE,BELGRANO R.,219041,2018-10-01
1928,MITRE,BELGRANO C.,338501,2018-10-01
1929,MITRE,ACASSUSO,65892,2018-10-01
1930,ROCA,KM. 34,7,2018-10-01
1931,ROCA,TRISTAN SUAREZ,26852,2018-10-01
1932,SARMIENTO,CIUDADELA,175993,2018-10-01
1933,ROCA,U. FERROVIARIA,151,2018-10-01
1934,ROCA,TURDERA,115207,2018-10-01
1935,SARMIENTO,S.A DE PADUA,306271,2018-10-01
1936,SAN MARTIN,PILAR,180339,2018-10-01
1937,SAN MARTIN,RETIRO,32,2018-10-01
1938,SARMIENTO,RAMOS MEJIA,531445,2018-10-01
1939,ROCA,TOLOSA,6412,2018-10-01
1940,ROCA,L. DE ZAMORA,1210977,2018-10-01
1941,ROCA,TEMPERLEY,320104,2018-10-01
1942,ROCA,TABLADA,376,2018-10-01
1943,ROCA,SPEGAZZINI,14123,2018-10-01
1944,SARMIENTO,PASO DEL REY,246380,2018-10-01
1945,SAN MARTIN,S. LUGARES,24494,2018-10-01
1946,SAN MARTIN,CHACARITA,73,2018-10-01
1947,SAN MARTIN,SAENZ PENA,128617,2018-10-01
1948,SAN MARTIN,PATERNAL,16,2018-10-01
1949,SAN MARTIN,PALOMAR,106599,2018-10-01
1950,ROCA,V. CASARES,114,2018-10-01
1951,ROCA,V. DOMINICO,43079,2018-10-01
1952,SAN MARTIN,HURLINGHAM,99892,2018-10-01
1953,SAN MARTIN,CASEROS,171470,2018-10-01
1954,SARMIENTO,VILLA LURO,117906,2018-10-01
1955,SAN MARTIN,CABRED,4854,2018-10-01
1956,SAN MARTIN,B. VISTA,117149,2018-10-01
1957,SAN MARTIN,J.C. PAZ,494683,2018-10-01
1958,SAN MARTIN,ASTOLFI,15889,2018-10-01
1959,ROCA,SARANDI,52084,2018-10-01
1960,SAN MARTIN,MANZANARES,3266,2018-10-01
1961,ROCA,YRIGOYEN,106499,2018-10-01
1962,ROCA,WILDE,84897,2018-10-01
1963,SARMIENTO,CASTELAR,283780,2018-10-01
1964,ROCA,VILLA ESPANA,32585,2018-10-01
1965,SAN MARTIN,MUNIZ,75384,2018-10-01
1966,ROCA,VILLA ELISA,53244,2018-10-01
1967,SAN MARTIN,PALERMO,225,2018-10-01
1968,ROCA,ZEBALLOS,107695,2018-10-01
1969,SARMIENTO,ONCE,1822588,2018-10-01
1970,ROCA,SOURIGUES,30563,2018-10-01
1971,SARMIENTO,ITUZAINGO,332312,2018-10-01
1972,ROCA,MONTE,8,2018-10-01
1973,SARMIENTO,LINIERS,524821,2018-10-01
1974,ROCA,SANTA SOFIA,16004,2018-10-01
1975,ROCA,MAXIMO PAZ,12928,2018-10-01
1976,ROCA,LONGCHAMPS,518687,2018-10-01
1977,SARMIENTO,HAEDO,189116,2018-10-01
1978,SARMIENTO,FLORESTA,158197,2018-10-01
1979,SAN MARTIN,V. PARQUE,339994,2018-10-01
1980,ROCA,LLAVALLOL,103258,2018-10-01
1981,ROCA,LEVENE,94,2018-10-01
1982,SARMIENTO,CABALLITO,210224,2018-10-01
1983,ROCA,LANUS,997612,2018-10-01
1984,ROCA,LA PLATA,328377,2018-10-01
1985,SARMIENTO,FLORES,282483,2018-10-01
1986,ROCA,LA NORIA,3,2018-10-01
1987,ROCA,L. GUILLON,161085,2018-10-01
1988,SAN MARTIN,W. MORRIS,73189,2018-10-01
1989,ROCA,MONTE GRANDE,600471,2018-10-01
1990,SAN MARTIN,DERQUI,193708,2018-10-01
1991,SAN MARTIN,SOL Y VERDE,107138,2018-10-01
1992,SAN MARTIN,V. DEVOTO,131517,2018-10-01
1993,ROCA,RINGUELET,10235,2018-10-01
1994,ROCA,PEREYRA,1223,2018-10-01
1995,ROCA,PLATANOS,57227,2018-10-01
1996,ROCA,SAN JUSTO,330,2018-10-01
1997,SARMIENTO,MERLO,997104,2018-10-01
1998,SARMIENTO,MISERERE,283,2018-10-01
1999,ROCA,RANELAGH,30872,2018-10-01
2000,ROCA,POLICLINICO,184,2018-10-01
2001,ROCA,QUILMES,428183,2018-10-01
2002,SARMIENTO,MORON,955233,2018-10-01
2003,SARMIENTO,MORENO,955968,2018-10-01
2004,SAN MARTIN,SAN MIGUEL,339212,2018-10-01
2005,ROCA,CONSTITUCION,4192582,2018-11-01
2006,BELGRANO SUR,ALDO BONZI,3474,2018-11-01
2007,ROCA,EZPELETA,200545,2018-11-01
2008,ROCA,F. VARELA,281153,2018-11-01
2009,ROCA,ESCALADA,143320,2018-11-01
2010,ROCA,EZEIZA,381684,2018-11-01
2011,ROCA,DARIO Y MAXI,276339,2018-11-01
2012,ROCA,CHASCOMUS,237,2018-11-01
2013,ROCA,CLAYPOLE,271229,2018-11-01
2014,ROCA,EL JAGUEL,200200,2018-11-01
2015,ROCA,CALZADA,154286,2018-11-01
2016,ROCA,DON BOSCO,58967,2018-11-01
2017,ROCA,CANUELAS,27529,2018-11-01
2018,ROCA,BURZACO,514206,2018-11-01
2019,ROCA,CITY BELL,43745,2018-11-01
2020,MITRE,CHILAVERT,54072,2018-11-01
2021,ROCA,GLEW,625419,2018-11-01
2022,ROCA,RANELAGH,38501,2018-11-01
2023,ROCA,RINGUELET,9596,2018-11-01
2024,ROCA,SAN JUSTO,343,2018-11-01
2025,ROCA,SANTA SOFIA,13375,2018-11-01
2026,ROCA,SARANDI,49865,2018-11-01
2027,ROCA,SOURIGUES,41252,2018-11-01
2028,ROCA,SPEGAZZINI,13951,2018-11-01
2029,ROCA,STA. CATALINA,1,2018-11-01
2030,ROCA,TABLADA,305,2018-11-01
2031,ROCA,TEMPERLEY,285294,2018-11-01
2032,ROCA,TOLOSA,10617,2018-11-01
2033,ROCA,TRISTAN SUAREZ,28131,2018-11-01
2034,ROCA,TURDERA,95855,2018-11-01
2035,ROCA,U. FERROVIARIA,2517,2018-11-01
2036,ROCA,V. CASARES,126,2018-11-01
2037,ROCA,V. DOMINICO,22017,2018-11-01
2038,ROCA,VILLA ELISA,43083,2018-11-01
2039,ROCA,VILLA ESPANA,40134,2018-11-01
2040,ROCA,WILDE,78117,2018-11-01
2041,ROCA,YRIGOYEN,94917,2018-11-01
2042,ROCA,ZEBALLOS,98874,2018-11-01
2043,ROCA,QUILMES,389528,2018-11-01
2044,ROCA,POLICLINICO,52,2018-11-01
2045,ROCA,PLATANOS,49403,2018-11-01
2046,ROCA,PEREYRA,3103,2018-11-01
2047,ROCA,GONNET,27502,2018-11-01
2048,ROCA,GUERNICA,140900,2018-11-01
2049,ROCA,GUTIERREZ,6431,2018-11-01
2050,ROCA,H. ESPANOL,14,2018-11-01
2051,ROCA,HAEDO,2243,2018-11-01
2052,ROCA,HUDSON,64843,2018-11-01
2053,ROCA,J. MARMOL,55502,2018-11-01
2054,ROCA,JEPPENER,4,2018-11-01
2055,ROCA,JUAN XXIII,1,2018-11-01
2056,ROCA,KM. 33,4,2018-11-01
2057,ROCA,GERLI,158475,2018-11-01
2058,ROCA,KM. 34,14,2018-11-01
2059,ROCA,L. GUILLON,136139,2018-11-01
2060,ROCA,LA NORIA,4,2018-11-01
2061,ROCA,LA PLATA,300472,2018-11-01
2062,ROCA,LANUS,890430,2018-11-01
2063,ROCA,LEVENE,63,2018-11-01
2064,ROCA,LLAVALLOL,91191,2018-11-01
2065,ROCA,LONGCHAMPS,456571,2018-11-01
2066,ROCA,MAXIMO PAZ,5702,2018-11-01
2067,ROCA,MONTE,1,2018-11-01
2068,ROCA,MONTE GRANDE,552226,2018-11-01
2069,ROCA,L. DE ZAMORA,1030635,2018-11-01
2070,ROCA,KLOOSTERMAN,131,2018-11-01
2071,BELGRANO SUR,J. INGENIEROS,3840,2018-11-01
2072,BELGRANO SUR,BUENOS AIRES,8,2018-11-01
2073,MITRE,ACASSUSO,57235,2018-11-01
2074,MITRE,MATHEU,1076,2018-11-01
2075,MITRE,3 DE FEBRERO,76475,2018-11-01
2076,MITRE,MIGUELETES,49960,2018-11-01
2077,BELGRANO SUR,VILLEGAS,5411,2018-11-01
2078,MITRE,MITRE,66075,2018-11-01
2079,MITRE,NUNEZ,106138,2018-11-01
2080,MITRE,MARTINEZ,167212,2018-11-01
2081,MITRE,OLIVOS,88507,2018-11-01
2082,SAN MARTIN,ASTOLFI,14886,2018-11-01
2083,BELGRANO SUR,V. SOLDATI,35381,2018-11-01
